# index, name, _pos
246,3338,"array([4.0030949 , 1.21422536])"
247,1398,"array([4.03100098, 1.04139495])"
248,2269,"array([3.99033988, 1.21469148])"
249,49,"array([4.83169978, 1.78346222])"
250,3421,"array([4.86706414, 1.87095657])"
251,1025,"array([4.86313679, 1.8514931 ])"
252,5483,"array([4.84521876, 1.86355919])"
253,4670,"array([4.83320355, 1.91910932])"
254,4492,"array([4.84807306, 1.88205309])"
255,4663,"array([4.82243015, 1.8647573 ])"
256,3340,"array([4.8092714 , 1.85020861])"
257,2040,"array([4.80678214, 1.87738313])"
258,37,"array([4.792427  , 1.86087547])"
259,568,"array([4.82737096, 1.88297255])"
260,2163,"array([4.834685  , 1.84804195])"
261,50,"array([4.10210732, 1.03945632])"
262,4034,"array([4.05214701, 0.98731557])"
263,2707,"array([4.05374437, 0.96837395])"
264,4157,"array([4.09462871, 1.00385139])"
265,4134,"array([4.06046319, 1.02808339])"
266,4373,"array([4.0981953 , 1.00809119])"
267,2814,"array([4.17974068, 0.99967859])"
268,2990,"array([4.11619783, 1.02883287])"
269,190,"array([4.11429473, 1.02084511])"
270,5681,"array([4.0994794 , 1.02110122])"
271,4656,"array([4.10961921, 1.01054752])"
272,4915,"array([4.09886763, 0.98251682])"
273,4875,"array([4.09715887, 1.01411529])"
274,3226,"array([4.10081972, 0.99994383])"
275,1008,"array([4.10283471, 0.97729473])"
276,1336,"array([4.12097153, 1.0462656 ])"
277,5276,"array([4.09212494, 1.04934344])"
278,1488,"array([4.1091718 , 1.01550986])"
279,480,"array([4.10525436, 1.02515166])"
280,3908,"array([4.12872702, 1.04254577])"
281,3375,"array([4.1203825 , 1.05511134])"
282,3888,"array([4.05763275, 0.99454306])"
283,2011,"array([4.1225691 , 1.01838864])"
284,3278,"array([4.10360347, 1.01152624])"
285,3347,"array([4.11762117, 1.03361399])"
286,1902,"array([4.10916141, 1.04634504])"
287,53,"array([3.48275152, 1.0747916 ])"
288,74,"array([3.42580027, 1.03325572])"
289,3767,"array([3.43861538, 0.98985773])"
290,3783,"array([3.46592639, 1.14076254])"
291,2690,"array([3.47114093, 1.00494455])"
292,4178,"array([3.36309981, 0.90100104])"
293,5030,"array([3.43378508, 1.04965413])"
294,4185,"array([3.51872866, 0.98183952])"
295,1049,"array([3.48014092, 1.12362312])"
296,2248,"array([3.41609912, 1.05230803])"
297,5189,"array([3.45117938, 1.01761032])"
298,4201,"array([3.41652757, 0.99197717])"
299,54,"array([4.04997713, 1.01133676])"
300,4177,"array([4.03823012, 0.99225591])"
301,2666,"array([4.16922978, 0.99433806])"
302,4613,"array([4.04382076, 0.98732986])"
303,4379,"array([4.0648448 , 0.97714863])"
304,1545,"array([4.03781906, 1.01392346])"
305,4745,"array([4.0205936 , 0.99400919])"
306,1522,"array([4.03003662, 1.01043965])"
307,2328,"array([4.04750995, 1.00291785])"
308,983,"array([4.03125647, 1.01902665])"
309,515,"array([4.04374671, 0.96432337])"
310,3312,"array([4.0305639 , 0.98224458])"
311,1664,"array([4.01871291, 0.98446349])"
312,852,"array([4.02611144, 0.97490739])"
313,3268,"array([4.02696045, 0.99955022])"
314,865,"array([4.02836767, 0.98927939])"
315,55,"array([5.62006385, 1.78884187])"
316,1051,"array([5.6302114 , 1.85712479])"
317,4507,"array([5.68359869, 1.81023125])"
318,4082,"array([5.61337868, 1.86840533])"
319,720,"array([5.64616215, 1.76098011])"
320,3241,"array([5.673254  , 1.75449592])"
321,3629,"array([5.64883377, 1.85142244])"
322,3324,"array([5.70145242, 1.78873394])"
323,428,"array([5.59495138, 1.82648426])"
324,2280,"array([5.68585849, 1.85153691])"
325,1986,"array([5.65503388, 1.83108852])"
326,3051,"array([5.64314651, 1.87214757])"
327,555,"array([5.66389612, 1.81371825])"
328,4231,"array([5.67746693, 1.83029112])"
329,2256,"array([5.70288835, 1.81035654])"
330,856,"array([5.61606395, 1.8430611 ])"
331,3407,"array([5.62066543, 1.82098514])"
332,2407,"array([5.64184597, 1.80695836])"
333,3677,"array([5.66764226, 1.84671057])"
334,2746,"array([5.66389001, 1.7758035 ])"
335,786,"array([5.65641016, 1.79340284])"
336,1352,"array([5.63687908, 1.83300364])"
337,4212,"array([5.69693731, 1.8310125 ])"
338,2873,"array([5.66532083, 1.86595633])"
339,3988,"array([5.69064564, 1.7695148 ])"
340,1568,"array([5.68048056, 1.79044567])"
341,2126,"array([5.60362019, 1.80272534])"
342,2393,"array([5.59660946, 1.8498438 ])"
343,57,"array([4.09503029, 0.90454016])"
344,5593,"array([4.10628324, 0.89069042])"
345,2760,"array([4.07847298, 0.85337039])"
346,120,"array([4.07250402, 0.89212655])"
347,5100,"array([4.09816338, 0.88904885])"
348,2937,"array([4.0783798, 0.8661222])"
349,5101,"array([4.07903455, 0.88313162])"
350,5428,"array([4.06720871, 1.00766925])"
351,269,"array([4.08536253, 0.86638706])"
352,2234,"array([4.07968658, 0.89720539])"
353,1452,"array([4.11465739, 0.88407227])"
354,3944,"array([4.09101653, 0.86937803])"
355,4743,"array([4.07425346, 0.84442117])"
356,4353,"array([4.08729082, 0.85596323])"
357,3068,"array([4.08720114, 0.89644016])"
358,336,"array([4.06628496, 0.8721506 ])"
359,2486,"array([4.11208086, 0.85225513])"
360,2635,"array([4.0789416 , 0.90430927])"
361,5273,"array([4.09266014, 1.01778891])"
362,4940,"array([4.06393688, 0.8926562 ])"
363,2540,"array([4.08032638, 0.8733642 ])"
364,1585,"array([4.06450946, 0.86452663])"
365,94,"array([4.12443348, 1.00731357])"
366,5325,"array([4.08887737, 0.88361861])"
367,2310,"array([4.09360952, 0.86118738])"
368,3686,"array([4.06804303, 0.88638719])"
369,948,"array([4.05587958, 0.89202323])"
370,3211,"array([4.09857991, 0.87353571])"
371,445,"array([4.07353462, 0.87246286])"
372,58,"array([4.65127151, 1.35160094])"
373,5562,"array([4.6606183 , 1.31376366])"
374,3537,"array([4.62380555, 1.38904193])"
375,1298,"array([4.61653886, 1.33976343])"
376,1973,"array([4.68537788, 1.3688805 ])"
377,4420,"array([4.68295491, 1.37697176])"
378,603,"array([4.66125757, 1.3481601 ])"
379,3219,"array([4.65588282, 1.34378576])"
380,4636,"array([4.6616648 , 1.35508501])"
381,1325,"array([4.67843202, 1.3712125 ])"
382,2349,"array([4.64372231, 1.41685131])"
383,3543,"array([4.61562607, 1.33108349])"
384,1828,"array([4.69268796, 1.39421747])"
385,4638,"array([4.66779525, 1.3171801 ])"
386,2121,"array([4.62775781, 1.38310011])"
387,4640,"array([4.69093393, 1.40160046])"
388,1719,"array([4.63388318, 1.43999189])"
389,4094,"array([4.63701426, 1.38299563])"
390,3104,"array([4.646347  , 1.32901435])"
391,4793,"array([4.68155245, 1.32555321])"
392,5701,"array([4.72515674, 1.28216713])"
393,1795,"array([4.60197545, 1.3966952 ])"
394,1777,"array([4.61922444, 1.35570444])"
395,1785,"array([4.69018122, 1.41893981])"
396,5357,"array([4.64253186, 1.35725572])"
397,5153,"array([4.69172446, 1.38300792])"
398,2335,"array([4.61824721, 1.34791995])"
399,944,"array([4.69576728, 1.32887228])"
400,963,"array([4.63843139, 1.37669136])"
401,5488,"array([4.65567052, 1.38677561])"
402,1419,"array([4.67791132, 1.27932239])"
403,1533,"array([4.59378772, 1.39416916])"
404,4503,"array([4.63837155, 1.40450744])"
405,4962,"array([4.73122027, 1.32036386])"
406,3236,"array([4.63702906, 1.37058824])"
407,3066,"array([4.67434389, 1.28625025])"
408,64,"array([5.4059403 , 1.64749182])"
409,4704,"array([5.35742249, 1.72382501])"
410,66,"array([3.6393287 , 1.32125649])"
411,4346,"array([3.5695357, 1.2153961])"
412,4673,"array([3.50223419, 1.28246914])"
413,1699,"array([3.47694782, 1.41711968])"
414,4592,"array([3.61117717, 1.34405   ])"
415,2708,"array([3.77604664, 1.37212865])"
416,572,"array([3.72148335, 1.30458623])"
417,1877,"array([3.62406287, 1.33217625])"
418,5401,"array([3.67387718, 1.3485665 ])"
419,3600,"array([3.55612454, 1.30206456])"
420,5303,"array([3.56738343, 1.25136751])"
421,3298,"array([3.59065746, 1.30564111])"
422,3119,"array([3.6670106 , 1.31658246])"
423,989,"array([3.65249494, 1.28366878])"
424,4436,"array([3.49231719, 1.35977781])"
425,3251,"array([3.67447092, 1.27977479])"
426,4943,"array([3.52358388, 1.30259269])"
427,753,"array([3.51803876, 1.29034989])"
428,4784,"array([3.60847864, 1.39830824])"
429,3008,"array([3.63636887, 1.38225318])"
430,2934,"array([3.63789604, 1.24287564])"
431,754,"array([3.47796854, 1.25686031])"
432,1283,"array([3.39360872, 1.24335428])"
433,4594,"array([3.63185842, 1.39927827])"
434,309,"array([3.52076445, 1.314737  ])"
435,1590,"array([3.56796165, 1.31953764])"
436,3348,"array([3.54038657, 1.24245749])"
437,4019,"array([3.67096747, 1.29971672])"
438,4929,"array([3.65199535, 1.26597112])"
439,2543,"array([3.5404527 , 1.28241188])"
440,3550,"array([3.68774188, 1.37598019])"
441,1350,"array([3.66326799, 1.37622159])"
442,2103,"array([3.61712096, 1.31420186])"
443,4682,"array([3.60853823, 1.38263343])"
444,1083,"array([3.74650211, 1.35852422])"
445,5439,"array([3.72061223, 1.40816684])"
446,3841,"array([3.80530433, 1.37279504])"
447,1730,"array([3.55316663, 1.22272678])"
448,281,"array([3.56925861, 1.26654151])"
449,2720,"array([3.71696232, 1.2877172 ])"
450,3791,"array([3.71295778, 1.37036703])"
451,296,"array([3.60167312, 1.36749223])"
452,4103,"array([3.58295389, 1.27761886])"
453,2308,"array([3.5393684 , 1.20430789])"
454,442,"array([3.62165846, 1.38579781])"
455,1641,"array([3.61058609, 1.44722658])"
456,2676,"array([3.47035873, 1.3335076 ])"
457,956,"array([3.63115594, 1.29868549])"
458,298,"array([3.61414414, 1.2984809 ])"
459,2782,"array([3.5403777, 1.2582298])"
460,2545,"array([3.57320816, 1.30410959])"
461,4105,"array([3.58353987, 1.21231993])"
462,3670,"array([3.60171278, 1.21534963])"
463,2911,"array([3.53533914, 1.22676695])"
464,4219,"array([3.74599942, 1.34105369])"
465,1627,"array([3.59439851, 1.24374076])"
466,3212,"array([3.63082617, 1.4116749 ])"
467,4906,"array([3.59628001, 1.27078511])"
468,4936,"array([3.55592422, 1.20736211])"
469,2110,"array([3.56864418, 1.33385707])"
470,4605,"array([3.55150373, 1.26995083])"
471,1804,"array([3.63235209, 1.26637248])"
472,67,"array([4.16102567, 0.97283351])"
473,3438,"array([4.09605088, 1.00020507])"
474,3126,"array([4.16343267, 0.9811214 ])"
475,492,"array([4.1648405 , 0.96729303])"
476,5120,"array([4.16943738, 0.94152232])"
477,5543,"array([4.11451311, 0.94771963])"
478,5381,"array([4.13488317, 0.9719794 ])"
479,5035,"array([4.13954466, 0.96791495])"
480,1435,"array([4.11765247, 0.95102862])"
481,4125,"array([4.19537392, 1.00438558])"
482,5338,"array([4.1477835 , 0.94610123])"
483,5601,"array([4.09619297, 0.935213  ])"
484,4427,"array([4.09425544, 0.98412509])"
485,5139,"array([4.14997566, 1.0018847 ])"
486,760,"array([4.16553126, 1.00768477])"
487,4317,"array([4.15771596, 0.97925947])"
488,3117,"array([4.11685601, 0.97155277])"
489,2355,"array([4.13545113, 0.99623504])"
490,5287,"array([4.14382533, 0.96548406])"
491,5492,"array([4.16786598, 0.97432497])"
492,71,"array([5.03272488, 1.82227514])"
493,3186,"array([5.03860311, 1.69077648])"
494,260,"array([5.03928527, 1.9279876 ])"
495,4424,"array([5.04113131, 1.89444232])"
496,2835,"array([5.05656172, 1.8799792 ])"
497,1811,"array([5.0788185 , 1.89033914])"
498,5613,"array([4.87485029, 1.6829897 ])"
499,1420,"array([5.0180582 , 1.92376793])"
500,5666,"array([5.01806009, 1.89800935])"
501,373,"array([4.99676403, 1.89255862])"
502,4579,"array([5.06202038, 1.89909893])"
503,1863,"array([5.01111462, 1.8785588 ])"
504,5292,"array([5.19347312, 1.80972605])"
505,5443,"array([5.06209311, 1.92330585])"
506,45,"array([5.13600863, 1.68812687])"
507,3763,"array([5.07814348, 1.91049053])"
508,490,"array([5.00256225, 1.91244483])"
509,1536,"array([5.04899569, 1.91135545])"
510,3402,"array([5.03262533, 1.87802825])"
511,1512,"array([5.0302155 , 1.91018489])"
512,3115,"array([4.90214432, 1.65873335])"
513,72,"array([4.10246156, 0.88218322])"
514,4849,"array([4.05181653, 0.90022798])"
515,4306,"array([4.10724657, 0.87498743])"
516,4497,"array([4.10033312, 0.84774805])"
517,4787,"array([4.10927473, 0.86354448])"
518,2358,"array([4.0521246 , 0.88650192])"
519,5137,"array([4.09988001, 0.86569614])"
520,1757,"array([4.09354369, 0.87923406])"
521,4822,"array([4.08649557, 0.89073896])"
522,5516,"array([4.07772391, 0.89109358])"
523,2756,"array([4.08022287, 0.85951232])"
524,3260,"array([4.07427271, 0.93280093])"
525,75,"array([5.22327854, 1.57310202])"
526,437,"array([5.27965096, 1.63407974])"
527,226,"array([5.33740393, 1.46848357])"
528,2875,"array([5.28837642, 1.61784867])"
529,172,"array([5.29929919, 1.60139377])"
530,76,"array([4.02796663, 0.94069469])"
531,2209,"array([4.06432093, 0.96644456])"
532,3198,"array([4.00386503, 0.95799345])"
533,1181,"array([3.95588899, 0.90323964])"
534,124,"array([4.05162772, 0.93700985])"
535,2085,"array([3.99566107, 0.93813284])"
536,444,"array([4.0295263, 0.8744994])"
537,2056,"array([4.02516219, 0.9206117 ])"
538,5496,"array([4.10648667, 0.97234086])"
539,4084,"array([4.00951474, 0.94719673])"
540,1615,"array([4.00365253, 0.95255269])"
541,3479,"array([4.00653864, 0.8966206 ])"
542,1249,"array([4.00147565, 0.94411741])"
543,2617,"array([4.0206727 , 0.90243306])"
544,3041,"array([3.99092145, 0.84152589])"
545,1320,"array([4.01217967, 0.92174751])"
546,2871,"array([4.12221082, 0.97650297])"
547,78,"array([3.91596543, 0.85282575])"
548,2624,"array([3.9799414 , 0.83329013])"
549,1834,"array([3.90873904, 0.85233163])"
550,1361,"array([3.94929081, 0.86822017])"
551,375,"array([3.88628447, 0.83623893])"
552,903,"array([3.93513514, 0.8593457 ])"
553,3810,"array([3.94188484, 0.87257556])"
554,4534,"array([3.90315704, 0.82375839])"
555,999,"array([3.92546659, 0.84567079])"
556,1453,"array([3.91452554, 0.8111739 ])"
557,4205,"array([3.88521163, 0.82037175])"
558,3502,"array([3.9772401 , 0.84038587])"
559,2158,"array([3.95621019, 0.88062607])"
560,1816,"array([3.89781581, 0.86453563])"
561,5240,"array([3.88687885, 0.84293375])"
562,2125,"array([3.9436707 , 0.85978382])"
563,5576,"array([3.9475904 , 0.84467207])"
564,93,"array([3.93892036, 0.84670756])"
565,3584,"array([3.92354691, 0.8397237 ])"
566,1172,"array([3.93960115, 0.86468333])"
567,5384,"array([3.87210918, 0.83150958])"
568,3558,"array([3.9251886 , 0.85295355])"
569,83,"array([5.17562228, 1.27186496])"
570,59,"array([5.28045451, 1.29538796])"
571,1840,"array([5.25743088, 1.21981437])"
572,4327,"array([5.26026114, 1.20602521])"
573,4645,"array([5.20695319, 1.5218729 ])"
574,4446,"array([5.28599921, 1.26715023])"
575,5342,"array([4.9531972, 1.316163 ])"
576,5040,"array([5.27622666, 1.27897785])"
577,1869,"array([5.28360808, 1.21137998])"
578,4732,"array([5.26400627, 1.22792635])"
579,3310,"array([5.27394686, 1.24714982])"
580,2282,"array([5.29270267, 1.2835061 ])"
581,2117,"array([5.25740275, 1.19490755])"
582,5426,"array([3.93445402, 0.86856157])"
583,169,"array([3.92042171, 0.87334314])"
584,5295,"array([3.95057559, 0.90725621])"
585,5408,"array([3.99281709, 0.87533495])"
586,2918,"array([3.95992293, 0.88604322])"
587,1978,"array([3.95161692, 0.85218483])"
588,5604,"array([3.9614677 , 0.86304189])"
589,2304,"array([3.93894674, 0.82734184])"
590,1521,"array([3.96622915, 0.87903625])"
591,1694,"array([3.95005489, 0.7908878 ])"
592,1669,"array([3.97131289, 0.85959927])"
593,1234,"array([3.95667446, 0.8058618 ])"
594,1129,"array([3.94388958, 0.85271725])"
595,4771,"array([3.9492653, 0.8608516])"
596,4806,"array([3.95962692, 0.84962233])"
597,2930,"array([4.15649301, 1.01468147])"
598,813,"array([4.13749764, 1.03488112])"
599,3786,"array([4.11109066, 1.00502549])"
600,2987,"array([4.13522077, 1.01823665])"
601,4473,"array([4.17000541, 1.05431412])"
602,4474,"array([4.15161294, 1.03073206])"
603,2529,"array([4.11155402, 1.02667454])"
604,2577,"array([4.1320937 , 0.97670037])"
