# source, target, time
0,8,1353418280
0,8,1353418300
0,8,1353418320
0,8,1353418340
0,8,1353418420
0,8,1353419240
0,8,1353419320
0,8,1353419340
0,8,1353419460
0,8,1353419480
0,8,1353419500
0,8,1353419860
0,45,1353420120
0,45,1353420140
0,135,1353484100
0,135,1353484140
0,135,1353484160
0,135,1353484660
0,164,1353492620
0,164,1353492640
0,118,1353495300
0,118,1353495320
0,118,1353495400
0,118,1353495420
0,118,1353495440
0,118,1353495460
0,118,1353495480
0,118,1353495520
0,118,1353495560
0,118,1353495580
0,118,1353495600
0,118,1353495640
0,118,1353495660
0,118,1353495680
0,118,1353495700
0,118,1353495800
0,28,1353561880
0,28,1353561900
0,28,1353562020
0,28,1353562100
0,28,1353562160
0,28,1353562180
0,28,1353562200
0,28,1353562260
0,28,1353562280
0,28,1353562300
0,28,1353562320
0,28,1353562340
0,28,1353562360
0,28,1353562420
0,28,1353562440
0,28,1353562500
0,28,1353562600
0,28,1353562640
0,28,1353562660
0,28,1353562680
0,11,1353563320
0,7,1353563520
0,11,1353563700
0,11,1353565100
0,11,1353565200
0,11,1353565240
0,11,1353565280
0,11,1353565300
0,11,1353565380
0,11,1353565540
0,11,1353565640
0,11,1353565700
0,11,1353566840
0,7,1353567360
0,7,1353567480
0,7,1353567540
0,7,1353567880
0,11,1353569220
0,11,1353569260
0,11,1353569320
0,11,1353569360
0,7,1353569360
0,124,1353570580
0,124,1353570600
0,124,1353570640
0,124,1353570660
0,124,1353570680
0,124,1353570720
0,124,1353570740
0,124,1353570760
0,124,1353570800
0,124,1353570820
0,124,1353570860
0,124,1353570880
0,124,1353570900
0,124,1353570920
0,124,1353570940
0,28,1353570940
0,124,1353570960
0,124,1353570980
0,124,1353571000
0,28,1353571140
0,124,1353571140
0,28,1353571160
0,124,1353571160
0,128,1353571160
0,124,1353571180
0,128,1353571180
0,28,1353571200
0,124,1353571200
0,128,1353571200
0,124,1353571220
0,128,1353571220
0,127,1353571240
0,128,1353571240
0,11,1353572000
0,11,1353572180
0,11,1353572200
0,11,1353572260
0,11,1353572280
0,11,1353572320
0,11,1353572440
0,11,1353572500
0,7,1353572640
0,11,1353577080
0,11,1353577660
0,45,1353578420
0,28,1353578540
0,118,1353578540
0,118,1353578580
0,7,1353582240
0,11,1353583100
0,11,1353583820
0,11,1353583920
0,11,1353583940
0,11,1353583960
0,11,1353584120
0,11,1353584140
0,11,1353584160
0,11,1353584220
0,11,1353584240
0,11,1353584260
0,11,1353584280
0,11,1353584520
0,11,1353584680
0,11,1353584700
0,11,1353584740
0,11,1353584760
0,11,1353584800
0,11,1353584820
0,11,1353584840
0,11,1353584860
0,11,1353584880
0,11,1353584900
0,11,1353584920
0,11,1353584940
0,11,1353584960
0,11,1353584980
0,11,1353585040
0,7,1353585060
0,7,1353585160
0,11,1353585520
0,11,1353585540
0,11,1353585700
0,11,1353585720
0,11,1353586680
0,11,1353587420
0,11,1353587440
0,11,1353587460
0,11,1353588500
0,11,1353588540
0,11,1353588560
0,11,1353588580
0,11,1353588800
0,11,1353589160
0,62,1353589160
0,11,1353589180
0,11,1353589200
0,11,1353589240
0,11,1353589260
0,11,1353589300
0,11,1353589320
0,11,1353589360
0,11,1353589380
0,29,1353589420
0,45,1353589480
0,7,1353589560
0,7,1353589580
0,7,1353589660
0,7,1353589680
0,7,1353591880
0,7,1353591900
0,7,1353592040
0,11,1353592260
0,11,1353592300
0,11,1353592360
0,11,1353592380
0,11,1353592400
0,11,1353592420
0,11,1353592440
0,11,1353592460
0,11,1353592480
0,7,1353592680
0,11,1353592700
0,7,1353592720
0,7,1353592740
0,11,1353592760
0,11,1353592780
0,11,1353592800
0,11,1353649660
0,11,1353649720
0,11,1353649740
0,21,1353649760
0,11,1353649800
0,11,1353649820
0,11,1353649840
0,11,1353651740
0,11,1353651760
0,11,1353651780
0,11,1353651800
0,11,1353651820
0,11,1353651840
0,11,1353651860
0,11,1353652000
0,11,1353652740
0,11,1353652780
0,11,1353652820
0,11,1353652880
0,11,1353652900
0,11,1353652920
0,11,1353652940
0,11,1353652960
0,11,1353653680
0,11,1353653700
0,11,1353653720
0,11,1353653740
0,11,1353653820
0,11,1353653840
0,11,1353653860
0,11,1353653880
0,11,1353653900
0,11,1353653920
0,11,1353653940
0,11,1353653960
0,11,1353653980
0,11,1353654000
0,11,1353654020
0,11,1353654040
0,11,1353654120
0,11,1353654420
0,11,1353654440
0,11,1353654480
0,11,1353654500
0,11,1353655020
0,11,1353655440
0,11,1353656580
0,11,1353656600
0,11,1353656620
0,11,1353656640
0,11,1353656660
0,11,1353656680
0,11,1353656700
0,124,1353657160
0,124,1353657220
0,124,1353657240
0,124,1353657460
0,124,1353657480
0,124,1353657500
0,124,1353657520
0,114,1353657540
0,124,1353657540
0,124,1353657560
0,124,1353657580
0,11,1353657620
0,42,1353657740
0,11,1353659240
0,11,1353662340
0,11,1353662360
0,11,1353662420
0,11,1353662480
0,11,1353663700
0,11,1353663720
0,8,1353664820
0,11,1353664840
0,47,1353666880
0,11,1353666980
0,47,1353667060
0,47,1353667080
0,47,1353668140
0,47,1353668160
0,47,1353668200
0,11,1353668280
0,11,1353668300
0,11,1353668320
0,11,1353668340
0,11,1353668360
0,11,1353668380
0,11,1353668400
0,11,1353668420
0,11,1353668440
0,11,1353668460
0,11,1353668480
0,11,1353668560
0,11,1353668580
0,11,1353668600
0,11,1353668640
0,11,1353668660
0,11,1353668680
0,11,1353668700
0,11,1353668720
0,11,1353668740
0,11,1353668760
0,11,1353668860
0,11,1353668880
0,11,1353668900
0,11,1353668980
0,11,1353669020
0,11,1353669040
0,11,1353669140
0,11,1353669160
0,11,1353669180
0,11,1353669600
0,11,1353670100
0,11,1353670120
0,11,1353670140
0,11,1353671980
0,11,1353672000
0,11,1353672040
0,11,1353672080
0,11,1353672100
0,11,1353672120
0,11,1353672140
0,11,1353672240
0,11,1353672580
0,11,1353673360
0,11,1353673380
0,11,1353673400
0,11,1353673420
0,11,1353673480
0,11,1353673520
0,11,1353673620
0,11,1353674260
0,11,1353674340
0,11,1353674840
0,11,1353675380
0,11,1353675620
0,11,1353675640
0,11,1353675660
0,11,1353675700
0,11,1353675720
0,11,1353675760
0,11,1353675820
0,11,1353675840
0,25,1353675860
0,11,1353675880
0,11,1353675960
0,11,1353676480
0,11,1353676500
0,11,1353676540
0,11,1353677280
0,11,1353677300
0,62,1353677440
0,11,1353677960
0,11,1353677980
0,11,1353678000
0,11,1353678020
0,11,1353678040
0,11,1353678060
0,11,1353678080
0,70,1353678100
0,11,1353678100
0,11,1353678120
0,11,1353678140
0,11,1353678220
0,37,1353680760
0,37,1353681480
0,11,1353682380
0,11,1353682400
0,11,1353682420
0,11,1353682440
0,11,1353682460
0,37,1353682480
0,11,1353682480
0,11,1353682500
0,11,1353682520
0,11,1353682540
0,11,1353682600
0,11,1353683060
0,11,1353683100
0,37,1353683120
0,11,1353683120
0,62,1353683120
0,11,1353683420
0,11,1353683440
0,11,1353685680
0,11,1353686820
0,11,1353686880
0,11,1353686900
0,11,1353686940
0,11,1353687040
0,152,1353908000
0,152,1353908020
0,45,1353908200
0,45,1353908220
0,45,1353908240
0,45,1353908260
0,11,1353908280
0,45,1353908280
0,45,1353908300
0,45,1353908320
0,45,1353908340
0,45,1353908360
0,45,1353908380
0,45,1353908400
0,45,1353908460
0,45,1353908480
0,45,1353908500
0,45,1353908540
0,45,1353908560
0,45,1353908680
0,45,1353908780
0,45,1353908800
0,45,1353908880
0,45,1353909160
0,45,1353909180
0,45,1353910060
0,45,1353910120
0,45,1353910140
0,45,1353910180
0,45,1353910200
0,45,1353910220
0,45,1353910240
0,45,1353910380
0,45,1353910400
0,45,1353910580
0,45,1353910600
0,45,1353910620
0,11,1353911380
0,45,1353912680
0,45,1353912760
0,45,1353912780
0,45,1353912800
0,45,1353912820
0,45,1353912840
0,45,1353912860
0,45,1353912880
0,45,1353912900
0,45,1353912920
0,45,1353912940
0,45,1353912980
0,45,1353913000
0,45,1353913060
0,45,1353913080
0,45,1353913100
0,45,1353913120
0,45,1353913140
0,45,1353913160
0,45,1353914120
0,45,1353914180
0,45,1353914200
0,45,1353914220
0,45,1353914240
0,45,1353914260
0,45,1353914280
0,45,1353914320
0,45,1353914340
0,45,1353914360
0,45,1353914380
0,11,1353914400
0,45,1353914520
0,11,1353914520
0,45,1353914540
0,45,1353914560
0,45,1353914580
0,45,1353914600
0,45,1353914620
0,45,1353914680
0,45,1353914700
0,11,1353915140
0,11,1353915160
0,11,1353915200
0,11,1353915220
0,11,1353915240
0,45,1353915620
0,11,1353915780
0,11,1353915860
0,45,1353915860
0,45,1353915880
0,11,1353915900
0,45,1353915920
0,11,1353915920
0,21,1353915940
0,45,1353915940
0,114,1353916280
0,114,1353916300
0,114,1353916320
0,114,1353916500
0,45,1353916840
0,11,1353916900
0,11,1353916920
0,45,1353916940
0,11,1353916940
0,45,1353916960
0,11,1353916960
0,45,1353916980
0,45,1353917000
0,11,1353917000
0,11,1353917040
0,11,1353917060
0,11,1353917080
0,11,1353917180
0,11,1353917200
0,11,1353917240
0,11,1353917260
0,11,1353917320
0,11,1353917880
0,11,1353917920
0,11,1353917940
0,11,1353918060
0,11,1353918080
0,11,1353918140
0,11,1353918160
0,11,1353918180
0,11,1353918200
0,11,1353918220
0,11,1353918500
0,11,1353918600
0,11,1353918620
0,11,1353918640
0,11,1353918660
0,11,1353918680
0,11,1353918700
0,11,1353918720
0,11,1353918780
0,11,1353918800
0,11,1353918900
0,11,1353918920
0,11,1353919640
0,11,1353919680
0,11,1353919700
0,11,1353919720
0,11,1353919760
0,11,1353919780
0,11,1353919860
0,11,1353919880
0,11,1353919980
0,11,1353920000
0,11,1353920160
0,11,1353920180
0,11,1353920360
0,11,1353920380
0,11,1353920400
0,11,1353921540
0,11,1353921560
0,11,1353921740
0,11,1353921760
0,11,1353922960
0,11,1353923580
0,11,1353924340
0,11,1353924360
0,11,1353924400
0,11,1353928660
0,11,1353931000
0,11,1353931080
0,7,1353931260
0,44,1353931260
0,45,1353931280
0,45,1353931300
0,45,1353931320
0,45,1353931340
0,11,1353931340
0,45,1353931360
0,45,1353931380
0,45,1353931400
0,45,1353931420
0,45,1353931440
0,45,1353931460
0,11,1353931460
0,45,1353931480
0,45,1353931500
0,45,1353931520
0,45,1353931540
0,11,1353931880
0,11,1353933620
0,11,1353933640
0,11,1353933940
0,11,1353934020
0,11,1353934060
0,11,1353934660
0,11,1353934680
0,11,1353934700
0,11,1353934820
0,11,1353935280
0,11,1353935300
0,11,1353935320
0,11,1353935340
0,11,1353935360
0,11,1353935680
0,11,1353935700
0,11,1353935900
0,11,1353935920
0,11,1353935940
0,45,1353936440
0,45,1353936480
0,45,1353936520
0,45,1353936540
0,45,1353936600
0,45,1353937340
0,45,1353937360
0,45,1353937380
0,45,1353937420
0,45,1353937440
0,45,1353937460
0,45,1353937480
0,45,1353937520
0,45,1353937540
0,45,1353937560
0,45,1353937580
0,45,1353937600
0,45,1353937720
0,45,1353938100
0,45,1353938160
0,45,1353938180
0,45,1353938200
0,45,1353938220
0,45,1353938320
0,45,1353938340
0,45,1353938360
0,45,1353938380
0,45,1353938400
0,135,1354002660
0,135,1354002680
0,135,1354002720
0,135,1354002740
0,135,1354002840
0,135,1354002860
0,135,1354002880
0,11,1354003200
0,62,1354003200
0,11,1354004580
0,11,1354004900
0,11,1354005160
0,71,1354005260
0,42,1354005260
0,11,1354005480
0,11,1354005760
0,11,1354006100
0,11,1354006500
0,11,1354007020
0,42,1354007060
0,42,1354007240
0,42,1354007400
0,11,1354007480
0,42,1354007940
0,42,1354007960
0,42,1354008060
0,42,1354008120
0,42,1354008240
0,42,1354008780
0,11,1354009560
0,42,1354009740
0,42,1354009780
0,87,1354010420
0,71,1354010420
0,62,1354010620
0,118,1354013860
0,102,1354013920
0,118,1354014040
0,22,1354017340
0,21,1354017360
0,11,1354017380
0,21,1354017380
0,45,1354017380
0,11,1354017400
0,11,1354017500
0,45,1354017520
0,45,1354017560
0,11,1354017600
0,11,1354017620
0,11,1354017640
0,45,1354017960
0,45,1354019300
0,45,1354019320
0,45,1354019360
0,45,1354019400
0,45,1354019420
0,11,1354019640
0,45,1354019680
0,45,1354019700
0,45,1354019780
0,45,1354019800
0,45,1354019880
0,45,1354019960
0,45,1354019980
0,11,1354020100
0,45,1354020420
0,45,1354020440
0,45,1354020480
0,45,1354020500
0,45,1354020520
0,45,1354020540
0,45,1354020600
0,45,1354020620
0,45,1354020680
0,45,1354020700
0,45,1354020720
0,45,1354020740
0,45,1354020780
0,45,1354020820
0,11,1354021180
0,11,1354021220
0,11,1354021240
0,11,1354021260
0,11,1354021280
0,11,1354021300
0,11,1354021520
0,11,1354021540
0,11,1354021700
0,11,1354022000
0,11,1354022460
0,11,1354022500
0,11,1354022520
0,11,1354022540
0,11,1354022560
0,11,1354022580
0,11,1354022600
0,11,1354022620
0,11,1354022640
0,11,1354022660
0,11,1354022680
0,11,1354022700
0,11,1354022720
0,11,1354023100
0,11,1354023280
0,11,1354023300
0,11,1354023360
0,11,1354023700
0,11,1354023720
0,11,1354023820
0,11,1354023860
0,11,1354024180
0,11,1354024240
0,11,1354024260
0,11,1354024280
0,11,1354024460
0,11,1354024520
0,11,1354024600
0,11,1354024760
0,11,1354024780
0,11,1354024800
0,42,1354024800
0,11,1354024820
0,11,1354024840
0,11,1354024960
0,73,1354024980
0,11,1354025000
0,73,1354025000
0,62,1354025000
0,11,1354025080
0,11,1354025100
0,11,1354025180
0,11,1354025280
0,11,1354025320
0,73,1354025360
0,73,1354025380
0,11,1354025400
1,91,1353311380
1,121,1353312160
1,114,1353312200
1,46,1353312260
1,8,1353312260
1,8,1353312320
1,11,1353312320
1,34,1353312380
1,14,1353315060
1,34,1353317040
1,14,1353319000
1,21,1353319020
1,21,1353319040
1,77,1353325080
1,95,1353325180
1,95,1353325200
1,95,1353325220
1,114,1353325220
1,95,1353325240
1,95,1353325260
1,78,1353325360
1,78,1353325380
1,77,1353325480
1,77,1353325520
1,77,1353325540
1,77,1353325560
1,77,1353325580
1,77,1353325600
1,77,1353325640
1,77,1353325660
1,77,1353325680
1,77,1353325700
1,77,1353325720
1,95,1353325780
1,77,1353325780
1,77,1353325860
1,77,1353325880
1,77,1353325900
1,77,1353325920
1,77,1353325940
1,77,1353325960
1,77,1353326000
1,77,1353326020
1,77,1353326040
1,77,1353326060
1,77,1353326080
1,77,1353326100
1,60,1353420160
1,62,1353420220
1,110,1353420440
1,95,1353475880
1,95,1353475900
1,114,1353475900
1,135,1353484060
1,95,1353493780
1,67,1353493780
1,118,1353495800
1,34,1353495880
1,34,1353495900
1,52,1353495900
1,110,1353563020
1,95,1353580400
1,95,1353580780
1,95,1353580900
1,95,1353581160
1,95,1353581380
1,52,1353582200
1,34,1353587560
1,34,1353587600
1,47,1353589500
1,52,1353589540
1,60,1353589540
1,23,1353593020
1,68,1353593560
1,68,1353596180
1,68,1353596480
1,14,1353596480
1,70,1353596480
1,68,1353596500
1,14,1353596500
1,70,1353596520
1,70,1353596540
1,68,1353596580
1,14,1353596580
1,70,1353596580
1,68,1353600700
1,89,1353666800
1,67,1353668100
1,67,1353668120
1,34,1353668400
1,34,1353668420
1,34,1353668460
1,34,1353668480
1,21,1353669200
1,21,1353669280
1,21,1353669440
1,21,1353669620
1,21,1353669640
1,21,1353669680
1,21,1353669840
1,21,1353669860
1,21,1353670180
1,21,1353670240
1,21,1353670320
1,21,1353670680
1,21,1353671060
1,21,1353671080
1,21,1353671100
1,21,1353671180
1,21,1353671240
1,21,1353671260
1,21,1353671460
1,21,1353671560
1,21,1353671600
1,21,1353671740
1,21,1353671760
1,21,1353673300
1,21,1353674060
1,46,1353675020
1,46,1353675040
1,46,1353675060
1,46,1353675080
1,46,1353675180
1,46,1353675200
1,80,1353675660
1,21,1353683320
1,37,1353686640
1,95,1353925740
1,61,1353931220
1,65,1353938760
1,46,1354003300
1,22,1354010320
1,22,1354010460
1,22,1354010480
1,22,1354010500
1,37,1354012980
1,25,1354013200
1,25,1354015200
1,40,1354015280
1,25,1354015280
1,37,1354015660
1,25,1354015820
1,25,1354016040
1,25,1354016060
1,25,1354016100
1,25,1354016200
1,25,1354016220
1,37,1354016220
1,25,1354016240
1,25,1354016380
1,25,1354016400
1,25,1354016420
1,25,1354016440
1,25,1354016560
1,25,1354016580
1,25,1354016600
1,25,1354016620
1,25,1354016640
1,25,1354016740
1,25,1354016760
1,25,1354016840
1,25,1354016860
1,25,1354016880
1,25,1354017120
1,25,1354017200
1,25,1354017340
1,73,1354017340
1,34,1354024740
1,22,1354024840
2,51,1353420300
2,32,1353420420
2,51,1353420420
2,32,1353420440
2,51,1353420440
2,32,1353420460
2,51,1353420460
2,51,1353420480
2,32,1353420560
2,32,1353420580
2,32,1353420600
2,51,1353420600
2,32,1353420620
2,32,1353420640
2,32,1353420660
2,55,1353420700
2,51,1353420800
2,51,1353427640
2,51,1353475800
2,51,1353475820
2,69,1353484120
2,69,1353484140
2,176,1353484500
2,72,1353484680
2,72,1353484700
2,72,1353484740
2,72,1353484760
2,72,1353484800
2,72,1353484820
2,72,1353484840
2,72,1353484860
2,72,1353484880
2,69,1353485280
2,69,1353488860
2,3,1353492080
2,72,1353499180
2,72,1353499200
2,72,1353499220
2,72,1353499240
2,72,1353499260
2,72,1353499280
2,67,1353499280
2,51,1353499280
2,72,1353499300
2,51,1353499300
2,72,1353499320
2,51,1353499320
2,72,1353499340
2,51,1353499340
2,51,1353499360
2,51,1353499380
2,72,1353499420
2,51,1353499420
2,51,1353499600
2,51,1353499620
2,51,1353506640
2,58,1353570460
2,58,1353570760
2,51,1353570840
2,51,1353570860
2,51,1353570960
2,58,1353648900
2,18,1353648940
2,18,1353648960
2,18,1353648980
2,18,1353649000
2,18,1353649020
2,3,1353649220
2,3,1353649280
2,51,1353657100
2,51,1353657120
2,58,1353664860
2,58,1353664940
2,39,1353667260
2,51,1353671320
2,51,1353671340
2,51,1353671600
2,51,1353671640
2,51,1353671660
2,51,1353675340
2,51,1353675360
2,4,1354018960
2,69,1354024780
2,10,1354032340
2,51,1354032380
3,72,1353321040
3,63,1353321820
3,63,1353321860
3,63,1353322100
3,63,1353322120
3,63,1353322160
3,63,1353322220
3,63,1353322240
3,63,1353322280
3,63,1353322940
3,63,1353322960
3,10,1353326080
3,10,1353326100
3,162,1353326140
3,10,1353326460
3,63,1353326540
3,10,1353326920
3,10,1353326940
3,10,1353326960
3,63,1353327960
3,63,1353327980
3,63,1353328000
3,63,1353328020
3,63,1353328040
3,63,1353328060
3,63,1353328080
3,63,1353328100
3,10,1353328140
3,10,1353328180
3,10,1353328220
3,10,1353328240
3,10,1353328260
3,10,1353328280
3,10,1353328300
3,10,1353328320
3,10,1353328340
3,10,1353328360
3,10,1353328380
3,10,1353328420
3,10,1353328440
3,10,1353328460
3,10,1353328500
3,10,1353328560
3,10,1353328800
3,10,1353329300
3,10,1353329340
3,10,1353329360
3,10,1353329440
3,10,1353329460
3,10,1353329480
3,10,1353329500
3,10,1353329600
3,10,1353329640
3,63,1353329820
3,63,1353329840
3,63,1353330020
3,63,1353330100
3,63,1353331740
3,63,1353331800
3,63,1353331860
3,63,1353332080
3,63,1353332220
3,63,1353332240
3,63,1353332260
3,63,1353332280
3,63,1353332300
3,63,1353332320
3,63,1353332340
3,63,1353332360
3,63,1353332380
3,63,1353332400
3,63,1353332500
3,63,1353332540
3,63,1353332560
3,63,1353332580
3,63,1353332600
3,63,1353332640
3,63,1353332760
3,63,1353332780
3,63,1353332820
3,63,1353332860
3,63,1353333000
3,63,1353333060
3,16,1353336900
3,63,1353390480
3,63,1353390500
3,63,1353390520
3,63,1353390540
3,63,1353390560
3,63,1353390580
3,63,1353390600
3,63,1353390620
3,63,1353390640
3,63,1353390700
3,63,1353390720
3,63,1353390740
3,63,1353390760
3,63,1353390780
3,63,1353390800
3,63,1353390820
3,63,1353390840
3,63,1353390860
3,63,1353390880
3,63,1353390900
3,63,1353390920
3,63,1353390940
3,63,1353390960
3,63,1353391020
3,63,1353391080
3,63,1353391120
3,63,1353391140
3,63,1353391160
3,63,1353391180
3,63,1353391240
3,63,1353391260
3,63,1353391300
3,63,1353391320
3,63,1353391340
3,63,1353391360
3,63,1353391380
3,63,1353391400
3,63,1353391420
3,63,1353391440
3,63,1353391460
3,63,1353391500
3,63,1353391620
3,63,1353391640
3,63,1353391700
3,63,1353391760
3,63,1353391780
3,63,1353391800
3,63,1353391820
3,63,1353391840
3,63,1353391860
3,63,1353391880
3,63,1353391900
3,63,1353391920
3,63,1353391940
3,63,1353391960
3,63,1353391980
3,63,1353392000
3,63,1353392020
3,63,1353392040
3,63,1353392060
3,63,1353392080
3,63,1353392120
3,63,1353392140
3,63,1353392160
3,63,1353392180
3,63,1353392220
3,63,1353392240
3,63,1353392260
3,63,1353392280
3,63,1353392300
3,63,1353392320
3,63,1353392340
3,63,1353392360
3,63,1353392380
3,63,1353392400
3,63,1353392420
3,63,1353392440
3,63,1353392460
3,63,1353392480
3,63,1353392500
3,63,1353392520
3,63,1353392540
3,63,1353392560
3,63,1353392600
3,63,1353392620
3,63,1353392640
3,63,1353392660
3,63,1353392680
3,63,1353392700
3,63,1353392720
3,63,1353392740
3,63,1353392760
3,63,1353392780
3,63,1353392800
3,63,1353392820
3,63,1353392840
3,63,1353392860
3,63,1353392880
3,63,1353392900
3,63,1353392920
3,63,1353392940
3,63,1353392960
3,63,1353392980
3,63,1353393000
3,63,1353393020
3,63,1353393040
3,63,1353393060
3,63,1353393080
3,63,1353393100
3,63,1353393120
3,63,1353393140
3,63,1353393160
3,63,1353393180
3,63,1353393200
3,63,1353393220
3,63,1353393240
3,63,1353393260
3,63,1353393300
3,63,1353393320
3,63,1353393340
3,63,1353393360
3,63,1353393380
3,63,1353393400
3,63,1353393420
3,63,1353393440
3,63,1353393460
3,63,1353393520
3,63,1353393540
3,63,1353393560
3,63,1353393600
3,63,1353393620
3,63,1353393640
3,63,1353393660
3,63,1353393700
3,63,1353393720
3,63,1353393780
3,63,1353393800
3,63,1353393820
3,63,1353393840
3,63,1353393880
3,63,1353393900
3,63,1353393920
3,63,1353393940
3,63,1353393980
3,63,1353394000
3,63,1353394020
3,63,1353394040
3,63,1353394080
3,63,1353394100
3,63,1353394120
3,63,1353394180
3,63,1353394220
3,63,1353394420
3,63,1353394480
3,63,1353394600
3,63,1353394620
3,63,1353394660
3,63,1353394680
3,63,1353394740
3,63,1353394820
3,63,1353394860
3,63,1353394880
3,63,1353394900
3,63,1353394920
3,63,1353395040
3,63,1353395060
3,63,1353395080
3,63,1353395100
3,63,1353395120
3,63,1353395140
3,63,1353395180
3,63,1353395200
3,63,1353395280
3,63,1353395320
3,63,1353395380
3,63,1353395420
3,63,1353395760
3,63,1353395840
3,63,1353395880
3,63,1353395900
3,63,1353395920
3,63,1353395980
3,63,1353396020
3,63,1353396040
3,63,1353396060
3,63,1353396080
3,63,1353396100
3,63,1353396120
3,63,1353396140
3,63,1353396160
3,63,1353396180
3,63,1353396200
3,63,1353396220
3,63,1353396240
3,63,1353396260
3,63,1353396280
3,63,1353396300
3,63,1353396320
