# index, name, _pos
228,181,"array([1.14261975, 1.74617047])"
229,201,"array([1.16484183, 1.7804806 ])"
230,166,"array([1.16702214, 1.7863566 ])"
231,235,"array([1.17933494, 1.73038796])"
232,1374,"array([1.10360577, 1.77896164])"
233,700,"array([1.11980188, 1.75216096])"
234,1122,"array([1.11411829, 1.77229294])"
235,709,"array([1.05670072, 1.79560254])"
236,994,"array([1.11887906, 1.78944361])"
237,860,"array([1.17325686, 1.80512334])"
238,1250,"array([1.14747342, 1.76054223])"
239,597,"array([1.11170887, 1.77713414])"
240,397,"array([1.08276845, 1.78176676])"
241,717,"array([1.13018479, 1.79991246])"
242,493,"array([1.13273261, 1.79394163])"
243,255,"array([1.10978237, 1.78232337])"
244,153,"array([1.14743461, 1.80670533])"
245,1020,"array([1.15589313, 1.70075758])"
246,236,"array([1.12650892, 1.79398391])"
247,1000,"array([1.11121596, 1.80450545])"
248,1287,"array([1.13194223, 1.78571945])"
249,1029,"array([1.12584798, 1.78843972])"
250,26,"array([1.11476958, 1.68148246])"
251,16,"array([0.94882771, 1.72678417])"
252,398,"array([0.92084286, 1.7280884 ])"
253,695,"array([0.90567964, 1.7341284 ])"
254,504,"array([0.97806329, 1.71656863])"
255,1344,"array([0.92367032, 1.7001331 ])"
256,336,"array([0.94114779, 1.7081669 ])"
257,296,"array([0.92694648, 1.71620214])"
258,1295,"array([0.95461944, 1.73102862])"
259,1139,"array([0.96991415, 1.72243238])"
260,1303,"array([0.97089434, 1.73740572])"
261,1360,"array([0.89623559, 1.72746238])"
262,1328,"array([0.93673757, 1.70344091])"
263,707,"array([1.06754145, 1.72292564])"
264,857,"array([0.93894173, 1.72224706])"
265,698,"array([0.91360464, 1.73276576])"
266,674,"array([0.92587897, 1.70858424])"
267,1331,"array([0.95473363, 1.71545949])"
268,17,"array([0.87559803, 1.70119796])"
269,1378,"array([0.88420917, 1.6989854 ])"
270,511,"array([0.91087393, 1.68590751])"
271,495,"array([0.87079662, 1.69082489])"
272,227,"array([0.92226139, 1.68701862])"
273,704,"array([0.85801144, 1.6920841 ])"
274,1304,"array([0.89015271, 1.7176394 ])"
275,982,"array([0.90504919, 1.70237184])"
276,1214,"array([0.89556645, 1.68940906])"
277,1251,"array([0.90332655, 1.72525247])"
278,1050,"array([0.85679066, 1.71278768])"
279,813,"array([0.87323067, 1.71039928])"
280,18,"array([1.06932926, 1.7773149 ])"
281,1051,"array([1.08620428, 1.82770322])"
282,194,"array([1.11612748, 1.7464142 ])"
283,1100,"array([1.00229127, 1.74395488])"
284,706,"array([1.11892162, 1.76781878])"
285,777,"array([1.10229523, 1.85153112])"
286,472,"array([1.04368983, 1.72283518])"
287,1188,"array([1.08995941, 1.81625965])"
288,75,"array([1.10097865, 1.76027813])"
289,1325,"array([1.09513678, 1.75969969])"
290,1098,"array([1.11049077, 1.66633312])"
291,1276,"array([1.12082826, 1.76030334])"
292,1285,"array([1.10274075, 1.76998203])"
293,1086,"array([1.10233014, 1.7075847 ])"
294,19,"array([1.17170844, 1.59523832])"
295,188,"array([1.19423421, 1.64023382])"
296,1252,"array([1.18653807, 1.61527052])"
297,782,"array([1.13955401, 1.60338099])"
298,886,"array([1.2347995 , 1.56529202])"
299,271,"array([1.22115435, 1.5928892 ])"
300,655,"array([1.07267648, 1.67637572])"
301,1189,"array([1.20002595, 1.59267436])"
302,946,"array([1.19814091, 1.58289488])"
303,1363,"array([1.19161136, 1.57434766])"
304,170,"array([1.16648032, 1.64500593])"
305,915,"array([1.15420085, 1.57815899])"
306,353,"array([1.18211624, 1.62617915])"
307,351,"array([1.15651803, 1.62741204])"
308,1210,"array([1.20047497, 1.62114777])"
309,1048,"array([1.14843647, 1.55976912])"
310,21,"array([1.1635127 , 1.80526649])"
311,262,"array([1.11853264, 1.79640837])"
312,260,"array([1.09802812, 1.7375029 ])"
313,113,"array([1.13274924, 1.77230845])"
314,22,"array([1.09132057, 1.73368659])"
315,141,"array([1.12292501, 1.66177499])"
316,920,"array([1.13704428, 1.72495419])"
317,291,"array([1.12336004, 1.63924491])"
318,97,"array([1.06978903, 1.66683515])"
319,1006,"array([1.08984911, 1.69956206])"
320,989,"array([1.09832772, 1.72194991])"
321,902,"array([1.11818144, 1.72666824])"
322,98,"array([1.15453001, 1.75284329])"
323,101,"array([1.1233304 , 1.75663289])"
324,583,"array([1.08031071, 1.70383017])"
325,660,"array([1.09322654, 1.69545106])"
326,171,"array([1.10577538, 1.69578529])"
327,23,"array([0.85462522, 1.67631601])"
328,1178,"array([0.9027483 , 1.69050176])"
329,24,"array([1.16260471, 1.83916532])"
330,218,"array([1.16464686, 1.71392911])"
331,216,"array([1.10088734, 1.81388017])"
332,25,"array([1.078952  , 1.73676459])"
333,383,"array([1.13012858, 1.74622929])"
334,441,"array([1.10261654, 1.67594091])"
335,276,"array([1.07953968, 1.67698368])"
336,742,"array([1.08413108, 1.71606148])"
337,1415,"array([1.03477412, 1.65863508])"
338,115,"array([1.08490627, 1.69240037])"
339,1383,"array([1.12825017, 1.84473926])"
340,164,"array([1.13232682, 1.74043458])"
341,918,"array([1.13236835, 1.69412844])"
342,1003,"array([1.10762495, 1.67742455])"
343,1119,"array([1.10210407, 1.70146749])"
344,643,"array([1.13864589, 1.65253519])"
345,151,"array([1.14348336, 1.67174392])"
346,880,"array([1.10990756, 1.71699697])"
347,356,"array([1.15208718, 1.68910547])"
348,747,"array([1.15121248, 1.63647494])"
349,621,"array([1.11643305, 1.62205051])"
350,639,"array([1.14712695, 1.69141797])"
351,1179,"array([1.13971711, 1.67888549])"
352,563,"array([1.10482464, 1.74583344])"
353,29,"array([1.18491097, 1.75357829])"
354,964,"array([1.15287983, 1.70869802])"
355,286,"array([1.15665329, 1.74920556])"
356,584,"array([1.15250189, 1.74372673])"
357,879,"array([1.15249154, 1.76180586])"
358,1149,"array([1.14480704, 1.77384391])"
359,991,"array([1.16970863, 1.73921865])"
360,147,"array([1.16159183, 1.73280988])"
361,799,"array([1.16519012, 1.76233646])"
362,785,"array([1.14674443, 1.74324652])"
363,656,"array([1.17437012, 1.76778996])"
364,875,"array([1.18596634, 1.73210002])"
365,30,"array([1.18264577, 1.70156391])"
366,1068,"array([1.17026629, 1.71761753])"
367,723,"array([1.17327007, 1.74867903])"
368,244,"array([1.15311253, 1.71901467])"
369,1324,"array([1.16648586, 1.69709195])"
370,287,"array([1.20427232, 1.72769648])"
371,1093,"array([1.15106958, 1.71238563])"
372,626,"array([1.20129564, 1.72220417])"
373,712,"array([1.20425793, 1.6945619 ])"
374,1049,"array([1.17906754, 1.71692807])"
375,980,"array([1.17489753, 1.67533946])"
376,552,"array([1.16928174, 1.7085952 ])"
377,895,"array([1.11009121, 1.65120646])"
378,31,"array([1.05638858, 1.70665095])"
379,348,"array([1.0747397 , 1.70474382])"
380,50,"array([1.06358149, 1.71322894])"
381,69,"array([1.06897091, 1.71609402])"
382,651,"array([1.06948979, 1.70815523])"
383,1305,"array([1.03986854, 1.68437882])"
384,1373,"array([1.05521693, 1.67567893])"
385,746,"array([1.06963313, 1.68765789])"
386,515,"array([1.10652106, 1.63891668])"
387,936,"array([1.03671499, 1.75303556])"
388,714,"array([1.08525414, 1.67384682])"
389,1267,"array([1.04887638, 1.68482738])"
390,805,"array([1.0950226 , 1.71170169])"
391,661,"array([1.12396794, 1.68087119])"
392,638,"array([1.07781392, 1.73164053])"
393,917,"array([1.07331218, 1.71182301])"
394,1424,"array([1.05144837, 1.69697293])"
395,259,"array([1.03499845, 1.69658926])"
396,942,"array([1.06162699, 1.68958413])"
397,722,"array([1.0731501 , 1.69328373])"
398,1265,"array([1.09142131, 1.74369989])"
399,479,"array([1.03518148, 1.73769569])"
400,833,"array([1.17365783, 1.6185498 ])"
401,177,"array([1.18568527, 1.6327495 ])"
402,784,"array([1.15328396, 1.6681697 ])"
403,906,"array([1.19197403, 1.60831142])"
404,825,"array([1.16540856, 1.65609029])"
405,1090,"array([1.17956501, 1.65281895])"
406,1269,"array([1.17373731, 1.68675088])"
407,1056,"array([1.14467675, 1.64375951])"
408,943,"array([1.14936844, 1.65792901])"
409,33,"array([0.92664608, 1.8021638 ])"
410,600,"array([0.95887722, 1.77386111])"
411,199,"array([0.96647379, 1.74212021])"
412,827,"array([0.91370592, 1.77274795])"
413,35,"array([0.90046808, 1.67346369])"
414,414,"array([0.92861884, 1.67262844])"
415,1138,"array([0.88946878, 1.66820311])"
416,694,"array([0.88527141, 1.65383508])"
417,1059,"array([0.88547872, 1.64171918])"
418,795,"array([0.86760132, 1.66521253])"
419,309,"array([0.87851808, 1.67510019])"
420,358,"array([0.97934092, 1.67317089])"
421,767,"array([0.90042961, 1.71752697])"
422,985,"array([0.9746516 , 1.72947265])"
423,1066,"array([0.86541446, 1.67797228])"
424,793,"array([0.8849945 , 1.72774911])"
425,653,"array([0.86064818, 1.70086423])"
426,43,"array([0.91340383, 1.7009625 ])"
427,36,"array([1.06778792, 1.7932669 ])"
428,1283,"array([1.10253747, 1.73928793])"
429,228,"array([1.07360375, 1.76146086])"
430,967,"array([1.09237919, 1.76940875])"
431,1080,"array([1.09658861, 1.78761089])"
432,120,"array([1.08210698, 1.80788413])"
433,856,"array([1.11451216, 1.7592354 ])"
434,957,"array([1.07887368, 1.72713623])"
435,230,"array([1.0878381 , 1.78682484])"
436,37,"array([1.01381439, 1.65050051])"
437,1314,"array([1.04848505, 1.6664142 ])"
438,1030,"array([1.08552472, 1.62513562])"
439,38,"array([1.05638444, 1.65325959])"
440,516,"array([1.07563332, 1.65790172])"
441,148,"array([1.05991981, 1.67158039])"
442,1400,"array([1.01047826, 1.67011245])"
443,778,"array([1.09671367, 1.67402532])"
444,256,"array([1.09464943, 1.64456294])"
445,1219,"array([1.03054343, 1.67380013])"
446,897,"array([1.09943119, 1.64934415])"
447,229,"array([1.02723417, 1.64206623])"
448,606,"array([1.0217851 , 1.63343633])"
449,1404,"array([1.13764125, 1.61287347])"
450,1382,"array([1.10011491, 1.62804908])"
451,342,"array([1.08718323, 1.65571666])"
452,938,"array([1.098801  , 1.66323845])"
453,180,"array([1.08877926, 1.67739423])"
454,883,"array([1.04040066, 1.66553632])"
455,447,"array([1.10098015, 1.66904077])"
456,1171,"array([1.13337547, 1.71416876])"
457,39,"array([1.11761773, 1.6566863 ])"
458,670,"array([1.09994029, 1.63514984])"
459,1361,"array([1.10986888, 1.68242355])"
460,1242,"array([1.08876739, 1.68937994])"
461,1254,"array([1.09803896, 1.65694796])"
462,757,"array([1.09792853, 1.67920174])"
463,666,"array([1.09363803, 1.63436873])"
464,1300,"array([1.10021297, 1.64298493])"
465,624,"array([1.12542712, 1.64575313])"
466,461,"array([1.11983301, 1.68058211])"
467,1203,"array([1.11570108, 1.66945598])"
468,803,"array([1.08453403, 1.64929012])"
469,565,"array([1.13222674, 1.70185271])"
470,1129,"array([1.1122857 , 1.69777951])"
471,976,"array([1.12397519, 1.65194693])"
472,1019,"array([1.12297624, 1.65699952])"
473,1332,"array([1.1084251 , 1.65655543])"
474,718,"array([1.10517302, 1.66705769])"
475,862,"array([1.12710851, 1.7169073 ])"
476,408,"array([1.11820305, 1.66270236])"
477,526,"array([1.1156481 , 1.67739103])"
478,869,"array([1.10120399, 1.62308975])"
479,89,"array([1.1089082 , 1.66149473])"
480,478,"array([1.11489433, 1.68565488])"
481,693,"array([1.10554422, 1.64674962])"
482,347,"array([1.10886162, 1.67099551])"
483,812,"array([1.08910803, 1.63153919])"
484,1358,"array([1.11428234, 1.66493643])"
485,979,"array([0.885904  , 1.79346149])"
486,1089,"array([0.95767775, 1.66416724])"
487,80,"array([0.85587102, 1.78860022])"
488,740,"array([0.91630121, 1.7981469 ])"
489,42,"array([1.08527113, 1.70244006])"
490,435,"array([1.09476462, 1.71911142])"
491,136,"array([1.10672528, 1.71017633])"
492,1296,"array([1.1638107 , 1.71886662])"
493,816,"array([1.04380869, 1.67356976])"
494,975,"array([1.09391314, 1.70304145])"
495,1196,"array([1.12365083, 1.71959117])"
496,945,"array([0.90479622, 1.70824417])"
497,1412,"array([0.89754761, 1.64866974])"
498,536,"array([0.9131343 , 1.70922206])"
499,617,"array([0.88857625, 1.67997697])"
500,254,"array([0.96302256, 1.70381183])"
501,632,"array([0.92988592, 1.76083394])"
502,1181,"array([0.97571317, 1.72248968])"
503,324,"array([0.92967926, 1.68465208])"
504,44,"array([1.06100467, 1.62513857])"
505,1154,"array([1.10851946, 1.62325299])"
506,74,"array([1.11445843, 1.65215494])"
507,578,"array([1.11523533, 1.70249436])"
508,1114,"array([1.11173513, 1.64527367])"
509,1058,"array([1.11318159, 1.7310898 ])"
510,45,"array([1.1208028 , 1.74157492])"
511,981,"array([1.1411011 , 1.71868515])"
512,238,"array([1.09828235, 1.751597  ])"
513,822,"array([1.15766438, 1.74540775])"
514,786,"array([1.06736172, 1.76063861])"
515,607,"array([1.1850002 , 1.73894165])"
516,47,"array([1.04968925, 1.63849633])"
517,1313,"array([1.08456901, 1.63400371])"
518,297,"array([1.04394137, 1.6591962 ])"
519,92,"array([1.07701576, 1.77985289])"
520,1256,"array([1.17975736, 1.77598291])"
521,73,"array([1.13252116, 1.67377171])"
522,354,"array([1.15674421, 1.75636013])"
523,1082,"array([1.13056396, 1.73218614])"
524,359,"array([1.07061016, 1.7863384 ])"
525,988,"array([1.15576132, 1.77391729])"
526,437,"array([1.16369982, 1.77048622])"
527,1264,"array([1.17015266, 1.75122684])"
528,1348,"array([1.14587481, 1.74825765])"
529,1350,"array([1.1453194 , 1.75339166])"
530,1173,"array([1.1029265 , 1.68069936])"
531,541,"array([1.1583652 , 1.73723699])"
532,672,"array([1.15015405, 1.75023767])"
533,1180,"array([1.08508695, 1.75832179])"
534,1183,"array([1.13512861, 1.73234574])"
535,1184,"array([1.18837549, 1.7785516 ])"
536,1186,"array([1.17212239, 1.73635585])"
537,547,"array([1.11851587, 1.73593565])"
538,1339,"array([1.13747219, 1.67222505])"
539,409,"array([1.12473801, 1.73265253])"
540,922,"array([1.128586  , 1.73555835])"
541,1273,"array([1.19124444, 1.74703742])"
542,277,"array([1.10082737, 1.84134507])"
543,1357,"array([1.16135159, 1.75656681])"
544,278,"array([1.11412632, 1.71880369])"
545,452,"array([1.16125904, 1.74093544])"
546,1192,"array([1.1434974 , 1.76741025])"
547,122,"array([1.12854735, 1.68233641])"
548,927,"array([1.16921401, 1.72821584])"
549,1047,"array([1.14362494, 1.7634105 ])"
550,203,"array([1.11858568, 1.6884402 ])"
551,292,"array([1.17223832, 1.78518794])"
552,540,"array([1.07837156, 1.79136509])"
553,829,"array([1.15239275, 1.68140987])"
554,294,"array([1.12635957, 1.74978153])"
555,835,"array([1.15697989, 1.79202172])"
556,1379,"array([1.14483626, 1.68717548])"
557,1071,"array([1.12926034, 1.75334556])"
558,568,"array([1.13734129, 1.77029482])"
559,569,"array([1.1426301 , 1.73672364])"
560,842,"array([1.1414555 , 1.72936529])"
561,1212,"array([1.16065049, 1.76538863])"
562,46,"array([1.08622388, 1.8465346 ])"
563,1028,"array([1.15386577, 1.67561521])"
564,1291,"array([1.14600921, 1.7100988 ])"
565,871,"array([1.14363545, 1.70631608])"
566,1032,"array([1.12831694, 1.74086405])"
567,1385,"array([1.13710238, 1.69391664])"
568,947,"array([1.12305642, 1.78260404])"
569,1115,"array([1.17971333, 1.78635332])"
570,389,"array([1.09977259, 1.72638722])"
571,1299,"array([1.11912699, 1.71782624])"
572,1118,"array([1.13858769, 1.74289773])"
573,392,"array([1.07536709, 1.74764717])"
574,1220,"array([1.20527196, 1.79326947])"
575,1398,"array([1.19124685, 1.71789965])"
576,321,"array([1.09559691, 1.74105362])"
577,1106,"array([1.13901134, 1.73463189])"
578,683,"array([1.14997076, 1.78684534])"
579,685,"array([1.15745376, 1.69342588])"
580,686,"array([1.20217194, 1.82205156])"
581,769,"array([1.17118666, 1.69285156])"
582,499,"array([1.10448086, 1.76452903])"
583,908,"array([1.1704049 , 1.75980831])"
584,1232,"array([1.19990102, 1.77809897])"
585,1234,"array([1.14918975, 1.6762685 ])"
586,955,"array([1.14179039, 1.72431047])"
587,603,"array([1.09786222, 1.76737866])"
588,158,"array([1.15878959, 1.65454318])"
589,1241,"array([1.20670314, 1.76980784])"
590,505,"array([1.150758  , 1.70087265])"
591,1054,"array([1.11723577, 1.83253631])"
592,247,"array([1.12698777, 1.72311437])"
593,966,"array([1.14322059, 1.69703962])"
594,1057,"array([1.12536437, 1.74469212])"
595,881,"array([1.09821113, 1.77398086])"
596,340,"array([1.14478409, 1.78073864])"
597,972,"array([1.15987142, 1.77130368])"
598,1152,"array([1.14940644, 1.77439802])"
599,1420,"array([1.15626663, 1.76782795])"
600,419,"array([1.17539785, 1.76289366])"
601,1422,"array([1.15857695, 1.78409534])"
602,1221,"array([1.1015359 , 1.79546309])"
603,83,"array([1.08283556, 1.79842828])"
604,1158,"array([1.14666709, 1.72876793])"
605,426,"array([1.07183387, 1.77130532])"
606,174,"array([1.12593011, 1.700383  ])"
607,1427,"array([1.17200701, 1.77381545])"
608,585,"array([1.09303785, 1.57030131])"
609,997,"array([1.13481515, 1.63217095])"
610,498,"array([1.14961957, 1.619495  ])"
611,550,"array([1.12261024, 1.58754562])"
612,1225,"array([1.06011544, 1.61316321])"
613,1317,"array([1.08829358, 1.71872245])"
614,160,"array([1.03761983, 1.72670511])"
615,337,"array([1.05133514, 1.71410216])"
616,760,"array([1.06540125, 1.69885108])"
617,679,"array([1.05931368, 1.68122273])"
618,562,"array([1.04488784, 1.70363255])"
